"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","8954612144.70487",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","9836450650.57623",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","9519427685.48766",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","8706609898.43778",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","9439016405.22108",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","10270282903.7287",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","9998519336.73804",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","9144470987.01081",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","9876474431.75473",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","10741823322.1633",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","10448437809.7164",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","9421869845.6623",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","9446207273.4617",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","10902103872.7595",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","10458241981.3407",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","9712363050.96392",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","10338508289.0683",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","11580561347.0754",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","11169524301.8742",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","10255758502.9829",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","10603969821.4409",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","11801436706.8166",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","11194972940.01",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","10109151742.0879",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","10792414633.6535",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","11946498866.6413",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","11332405176.4951",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","10435126299.3798",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","11002755578.298",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","12258604463.8302",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","11822739002.4454",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q1","10775013893.9136",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q2","11359512345.2939",""
"Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2025-Q3","12502936632.3987",""
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2010-Q1","667114000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2010-Q2","680383000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2010-Q3","679255000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2010-Q4","741909000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2011-Q1","745909000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2011-Q2","768835000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2011-Q3","780920000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2011-Q4","798561000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2012-Q1","819035000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2012-Q2","822395000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2012-Q3","820184000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2012-Q4","810885000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2013-Q1","819716000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2013-Q2","837473000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2013-Q3","855967000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2013-Q4","855741000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2014-Q1","874856000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2014-Q2","872687000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2014-Q3","877696000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2014-Q4","879244000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q1","905172000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q2","920840000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q3","920533000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2015-Q4","921077000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q1","932383000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q2","931118000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q3","930071000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2016-Q4","936547000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q1","932195000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q2","937151000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q3","947595000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2017-Q4","957271000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q1","959422000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q2","971629000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q3","975625000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2018-Q4","989329000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q1","990924000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q2","989752000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q3","984230000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2019-Q4","995444000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q1","973145000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q2","923804000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q3","947207000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2020-Q4","965512000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q1","980961000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q2","990419000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q3","1030507000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2021-Q4","1056156000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q1","1099842000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q2","1130323000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q3","1156575000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2022-Q4","1158293000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q1","1162643000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q2","1156163000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q3","1123814000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2023-Q4","1127073000000","Units"
"Saudi Arabia","Gross domestic product (GDP)","Constant prices","Seasonally adjusted (SA)","Domestic currency","Quarterly","2024-Q1","1152409000000","Units"
