"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q1","-50.86061861006859","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q2","-21.78695820977825","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q3","-20.76288114516574","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q4","-81.58855734550222","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q1","-55.758762","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q2","-40.605961","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q3","-35.99667","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q4","-25.868618","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q1","-48.6965875","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q2","-46.7293981","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q3","-46.26175812500003","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q4","-45.33510389880768","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q1","-14.006437","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q2","-75.809468","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q3","-47.193546","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q4","0","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q1","-12.67839684674293","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q2","-14.76024697137648","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q3","-26.81731477990783","Millions"
"Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q4","-13.56398964950681","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2005-Q1","3.6","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2005-Q2","-24.4","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2005-Q3","-4.6","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2005-Q4","-2.6","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2006-Q1","23.9","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2006-Q2","48.2","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2006-Q3","63.8","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2006-Q4","27.5","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q1","52.7","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q2","83.2","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q3","63.3","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q4","47.5","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q1","59.5","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q2","79.6","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q3","72.1","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q4","20.2","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q1","-5.1","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q2","9","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q3","49.4","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q4","40.1","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q1","64.2","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q2","58.7","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q3","62.7","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q4","70.1","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q1","46.59369045","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q2","-30.8101232","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q3","-48.17565625","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q4","-40.50331367","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q1","-29.0279617130383","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q2","-42.9719734441408","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q3","-36.090283565769","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q4","-64.7765544598448","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q1","-47.3725059776867","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q2","-21.0222356206487","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q3","-49.731205867676","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q4","-69.5116701263317","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q1","-0.4977197554106","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q2","-5.40733770440683","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q3","-28.9565983805332","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q4","-129.236759785456","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q1","-113.745408831224","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q2","-22.4195474510669","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q3","-51.7686157015292","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q4","-78.8078840037396","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q1","-83.2885162483932","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q2","-63.36933700857","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q3","-76.366607279407","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q4","-76.9626791173956","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q1","-64.62625388566626","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q2","33.78661126476575","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q3","-41.94454835853078","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q4","-25.41882976202233","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q1","-67.04319546008901","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q2","-46.52551669363876","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q3","20.4828664357","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q4","-26.10491426839552","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q1","-59.54082359804936","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q2","23.29602138250301","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q3","-19.06300749694553","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q4","63.09248606675116","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q1","39.954457563441","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q2","-15.01713034656354","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q3","21.21225992371753","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q4","-46.49843053609419","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q1","147.4824428177611","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q2","-30.27655506014161","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q3","44.89411884178524","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q4","-38.05465710970451","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q1","55.93489458055227","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q2","-39.10856408968158","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q3","48.47503703696131","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q4","-68.65277115823314","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q1","-0.2857164879250303","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q2","-18.50050028527497","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q3","90.71586496257586","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2023-Q4","-8.450905950061564","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q1","-22.41008180971964","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q2","-7.569042420045171","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q3","17.56890264883333","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2024-Q4","38.91521293338722","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2025-Q1","-39.42728737490297","Millions"
"Suriname","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2025-Q2","71.65148474948936","Millions"
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q1","-178696790.0722757",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q2","-275875120.8868032",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q3","-91541732.68361014",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2007-Q4","-232019108.5898076",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q1","-216259819.7816932",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q2","-287600754.5661066",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q3","-218016524.7601029",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2008-Q4","-143117088.4191904",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q1","-117612691.5586754",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q2","-329363730.6552582",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q3","-847164521.0966416",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2009-Q4","-210333167.4919234",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q1","-191157159.7220654",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q2","-235124468.9523648",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q3","-115274855.7779546",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2010-Q4","-189563561.2534805",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q1","-158831927.7075888",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q2","-97107074.14675161",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q3","-123817478.070761",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2011-Q4","-158911107.0444694",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q1","-87782543.99749255",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q2","-110608609.2814883",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q3","-212570009.6643572",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2012-Q4","-179310918.7162466",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q1","-86546792.72492704",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q2","-117070515.4578952",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q3","-159509836.43952",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2013-Q4","-65681028.67797676",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q1","-108090038.1641475",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q2","-105263818.8593512",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q3","-139785850.8706862",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2014-Q4","-115971923.742627",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q1","-95556561.21918501",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q2","-109400702.575086",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q3","-378743661.2844885",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2015-Q4","-103761870.9642085",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q1","-77094154.49146466",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q2","-96375265.24172975",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q3","-141350036.5614912",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2016-Q4","-96756537.31440471",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q1","-108450207.9958089",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q2","-130831444.5413467",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q3","-106963626.3439654",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2017-Q4","-203347262.6022065",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q1","-62432036.96815002",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q2","-122523521.2826765",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q3","-74563588.97652439",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2018-Q4","-119555400.2908199",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q1","-93957954.0656662",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q2","-117747039.737295",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q3","-43799327.39425368",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2019-Q4","-85996604.93020642",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q1","-147963308.8720774",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q2","-137712246.8928548",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q3","-100779350.1977798",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2020-Q4","-149229926.3831536",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q1","-100785510.8997748",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q2","-147099869.2327701",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q3","-172898621.8441934",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2021-Q4","-262246086.9995887",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q1","-188986321.3565219",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q2","-206768972.8816454",""
"Montenegro","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","US dollar","Quarterly","2022-Q3","-245010854.611308",""
