"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1984-Q1","-95","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1984-Q2","-620","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1984-Q3","-296","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1984-Q4","-428","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1985-Q1","-252","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1985-Q2","-141","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1985-Q3","6","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1985-Q4","-626","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1986-Q1","-714","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1986-Q2","-384","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1986-Q3","-245","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1986-Q4","-122","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1987-Q1","-501","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1987-Q2","57","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1987-Q3","337","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1987-Q4","-699","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1988-Q1","-415","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1988-Q2","94","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1988-Q3","856","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1988-Q4","1061","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1989-Q1","403","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1989-Q2","-68","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1989-Q3","438","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1989-Q4","165","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1990-Q1","-904","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1990-Q2","-591","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1990-Q3","-521","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1990-Q4","-609","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1991-Q1","-215","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1991-Q2","208","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1991-Q3","605","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1991-Q4","-348","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1992-Q1","-160","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1992-Q2","-592","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1992-Q3","-47","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1992-Q4","-175","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q1","-932","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q2","-2344","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q3","-1580","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q4","-1577","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q1","-1133","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q2","1408","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q3","2014","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q4","342","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q1","428","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q2","-443","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q3","26","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q4","-2349","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q1","-429","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q2","-1430","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q3","470","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q4","-1048","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q1","-1248","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q2","-1032","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q3","948","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q4","-1306","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q1","-1034","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q2","-259","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q3","1514","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q4","1779","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q1","1365","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q2","-1290","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q3","254","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q4","-1254","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q1","-2301","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q2","-3271","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q3","-1334","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q4","-3014","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q1","-571","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q2","1422","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q3","2092","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q4","817","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q1","-461","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q2","-618","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q3","1244","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q4","-791","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q1","-3082","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q2","-2438","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q3","1296","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q4","-3330","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q1","-5449","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q2","-4174","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q3","-52","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q4","-4523","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","-5979","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","-6345","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","-1712","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","-6944","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","-8712","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","-10465","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","-4358","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","-7627","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","-9179","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","-9677","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","-6290","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q4","-11800","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q1","-11923","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q2","-14834","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q3","-6996","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q4","-5673","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q1","-1560","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q2","-4656","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q3","-982","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q4","-4160","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q1","-9004","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q2","-9866","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q3","-9336","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q4","-16419","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","-21181","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","-22681","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","-14829","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","-15712","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","-16107","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","-13021","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","-3341","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","-9327","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","-14706","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","-15796","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","-5355","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","-13472","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","-10262","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","-9573","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","-482","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","-11793","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","-8554","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","-8791","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","2360","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","-6369","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","-6613","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","-9158","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-775","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-5621","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","-6992","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","-10478","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","-4751","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","-12924","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","-15422","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","-12973","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","7412","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","6380","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","-305","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","1434","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","12721","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","1164","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","-6690","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","-11104","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","-6761","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","-6421","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","-6478","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","-4998","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","6758","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","-1503","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","-17916","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","-11248","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","-6422","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","-10697","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","-23248","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","-10825","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","-1584","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","-4220","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","-9759","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","-4600","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","9395","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","-5229","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","-12410","Millions"
"Türkiye, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","-10682","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","155.6490936568548","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","67.21084196196398","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","173.4413674678198","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","167.6747605186759","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","109.5483150858908","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","78.30030631056206","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","42.80244811346357","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","135.7073645921962","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","276.8223416119327","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","166.5451727573961","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","74.54261314173002","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","138.2968591103167","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","266.089282715324","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","75.75019291255901","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","265.7570277312287","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","113.7520063483342","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","301.2449581439115","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","208.2694782590296","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","46.30204131831168","Millions"
"Djibouti","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","54.30714056037694","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","34.2","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","-155.9","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","-35.4000000000001","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","10.4","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","29.6","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","61.8","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","113.8","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","15.4","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","79.6","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","118.4","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","95.2","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q4","31.3","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q1","142.6","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q2","23.8","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q3","72.9","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q4","86.4","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q1","11.7","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q2","48.5","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q3","46.4","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q4","4.69999999999999","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q1","248.347840323741","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q2","193.298","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q3","91.35","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q4","117.85","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","203.267680230946","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","59.4523625048668","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","97.0332625547465","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","71.5527658890911","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","106.901946336462","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","98.2862075405799","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","-51.1504678785725","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","8.33357040697069","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","-40.0222337840911","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","-51.7976475439828","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","-64.5204634298703","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","-39.6653351732143","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","-58.178601984548","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","-96.9543032874339","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","-101.56172606919","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","-159.647569471843","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","-174.501412208078","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","-202.692841796833","Millions"
"Suriname","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","-225.069814300836","Millions"
