"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","3650.915312903064","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","1699.499253846176","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-1911.668484848505","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-791.9458593750001","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","912.5309630769033","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","585.2313725806502","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","1972.166315384629","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","48.27281428571372","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","1280.841285714301","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","-494.4685476190572","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","-833.8004030768958","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","-4695.771025000001","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","1666.176685714243","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","-3612.695500000001","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","3560.439642424164","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","-953.2184812499998","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","1708.0217921875","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","2068.453432258053","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","-1747.521356060597","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","2759.174141538551","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","-2732.594399999958","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","9128.242444444108","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","7330.947777272825","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","-2544.344810606154","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","2908.527584375","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","-915.6010476190641","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","-11286.01447272721","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","-1473.629074999999","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","1668.52456923084","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","-6106.400691935684","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","987.2136846154197","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","4637.995095238203","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","2908.824180952376","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","-3577.932120635051","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","-2191.199181818272","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","317.2368375000001","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","-4538.747896825526","Millions"
"Belgium","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","-5088.508877419573","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q1","383.1747017035658","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q2","385.4855365907425","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q3","106.4401100331683","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q4","-408.7669836956522","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q1","195.3667093612521","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q2","-68.82487717578404","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q3","-433.4187669087285","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q4","-512.9984575466616","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q1","-202.4956685221366","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q2","-347.9812890610023","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q3","-89.53665187940644","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q4","-733.5094777465295","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q1","-640.2846283472114","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q2","-876.08124713876","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q3","-1244.604962760582","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q4","-1366.582181921086","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q1","-1151.305310777059","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q2","-1070.277834371681","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q3","-686.823585073038","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q4","-713.3193102216585","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q1","-276.9548394548395","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q2","-2.663292359604724","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q3","-141.0568162645519","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q4","-887.6119905692152","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q1","-369.8248198752746","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q2","-186.2423941271878","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q3","-144.2256223320065","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q4","-765.4583265761691","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q1","-477.5866675265097","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q2","-498.7676358518421","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q3","-626.9282457811655","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q4","-1086.47276467953","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q1","-792.332486208392","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q2","-784.5622824148758","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q3","-895.4881321668808","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q4","-800.1905930247719","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q1","-594.6952016795148","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q2","-767.8089232315934","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q3","-1469.1634232703","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q4","-1433.168178108913","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q1","-232.6374123501473","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q2","-1374.591287204887","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q3","-1729.285190317057","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q4","-2448.971203574555","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q1","-235.0956415850624","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q2","-1200.067670868946","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q3","-2003.95776663358","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q4","-1018.090145995511","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","386.8376242523026","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","-1229.254022428086","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","-1037.853161505908","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","-929.4346662340822","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","1112.383167747991","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","-1578.59354268023","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","-1309.536294853549","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","-2220.337683448607","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q1","669.1484556315333","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q2","-2912.673682871773","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q3","-3524.681332742753","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2007-Q4","-3177.412375594981","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q1","1703.563261077771","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q2","-3038.009733176701","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q3","-1001.431594671978","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2008-Q4","-2072.074564664791","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q1","552.3067742847281","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q2","-2492.517261317638","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q3","-1965.70608945104","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2009-Q4","-963.8517560706593","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q1","1443.759355620503","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q2","-1290.217948930116","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q3","-5526.280358344985","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2010-Q4","-1978.465532054918","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q1","1994.469150566168","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q2","-4902.280258797529","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q3","-1412.374117374696","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2011-Q4","-699.8738965952068","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q1","1328.154933992827","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q2","-264.5790710650462","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q3","-2460.386079843037","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2012-Q4","-1761.687218768245","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q1","851.5236505669612","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q2","-200.4618781922698","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q3","-1489.469998462771","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2013-Q4","-267.4821610601427","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q1","4086.494310241565","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q2","-1877.391000349598","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q3","-1845.880886160928","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2014-Q4","94.49744540398788","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q1","3869.981658854697","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q2","-1823.512805001008","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q3","-1897.979300147856","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2015-Q4","696.7674070477809","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q1","4956.395980445403","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q2","-337.1246397794819","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q3","-674.7522026431727","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2016-Q4","-481.9604086845466","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q1","4288.15718619892","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q2","-130.1466324248198","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q3","-1394.708788156336","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2017-Q4","234.4912012241779","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q1","2825.001209892078","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q2","157.7820528732781","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q3","-2689.279252110973","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2018-Q4","845.1481013030549","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q1","2220.032719715843","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q2","1468.034831313176","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q3","-2169.041450777202","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2019-Q4","-604.3377249310948","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q1","2948.417535456675","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q2","-506.1910696867895","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q3","3021.564295183385","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2020-Q4","-980.9790710154448","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q1","1756.509272533876","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q2","-505.382409627227","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q3","-5263.153028201572","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2021-Q4","-1941.977163461536","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q1","823.6713875859556","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q2","-2652.323034355541","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q3","-9082.586480135514","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2022-Q4","-2732.99544688731","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q1","1646.066402020931","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q2","-1819.541928333949","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q3","-541.1647945143682","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2023-Q4","281.9133384012635","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q1","4920.114287363447","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q2","-288.8249676398673","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q3","-78.13953488372104","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2024-Q4","1493.722965071222","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q1","4052.697072229518","Millions"
"Czech Republic","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2025-Q2","-3018.766306089128","Millions"
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q1","-6256265.173921998",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q2","-27018388.52588352",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q3","21755332.30663654",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1993-Q4","-74187264.40154831",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q1","-182654052.6719509",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q2","-48827500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q3","163422500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1994-Q4","-25935000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q1","-208640000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q2","-91760000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q3","-72170000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1995-Q4","-241795000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q1","-134147500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q2","-127015000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q3","-114082500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1996-Q4","-347365000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q1","-192932500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q2","-241852500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q3","-139152500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1997-Q4","-407400000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q1","-228725000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q2","-292375000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q3","-376507500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1998-Q4","-400605000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q1","-187552500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q2","-377810000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q3","-248180000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","1999-Q4","-380537500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q1","-143340000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q2","-172140000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q3","-105215000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2000-Q4","-254202500",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q1","-136575000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q2","-121350000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q3","-1850000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2001-Q4","-313800000",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q1","-129104678.1072639",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q2","-197261654.3214243",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q3","-50480495.30899832",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2002-Q4","-343849158.508945",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q1","-147882119.1230358",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q2","-379928480.0367442",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q3","-239288738.3573243",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2003-Q4","-511253543.2709406",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q1","-399737038.5000001",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q2","-566623481.1745857",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q3","-385133919.7575823",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2004-Q4","-418099128.6666706",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q1","-277195025.096764",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q2","-590896764.9230916",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q3","-550074673.7575703",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2005-Q4","-497245751.5312498",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q1","-619930719.2615189",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q2","-771731097.9677443",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q3","-973460905.4769052",""
"Lithuania, Republic of","Net (credits less debits)","Current account balance (credit less debit)","US dollar","Quarterly","2006-Q4","-852432189.1905092",""
